,cnpj,type,nome_social,nome_comercial,status,email,telefone,cep,pais,uf,municipio,bairro,complemento,logradouro,data_patrimonio_liquido,valor_patrimonio_liquido,codigo_cvm,data_inicio_situacao,data_registro
345,88720586000100,CORRETORAS,TERRAMAR CCVM S/A,TERRAMAR,CANCELADA,,1256,90010001,BRASIL,RS,PORTO ALEGRE,,,R SIQUEIRA CAMPOS 1163 4 ANDAR,1995-12-31,157249.21,2437,1996-11-29,1986-05-29
346,73004715000196,CORRETORAS,THECA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,THECA,CANCELADA,joseramon@theca.com.br,25041100,1407200,BRASIL,SP,SÃO PAULO,JARDIM PAULISTA,3 AND TORRE EUROPA,"AVENIDA NOVE DE JULHO, 4939",2010-12-31,23518602.38,434,2011-02-25,1995-01-30
347,35028018000186,CORRETORAS,TLACH CCTVM,TLACH,CANCELADA,,,90040150,BRASIL,SP,SANTO ANDRÉ,CENTRO,,RUA JOSE ALBANO 85,2004-12-31,352329.42,2615,2000-08-03,1989-12-13
348,29162769000198,CORRETORAS,TORO CORRETORA DE TÍTULOS E VALORES MOBILIARIOS S/A,TORO CORRETORA DE T-TULOS E VALORES MOBILI-RIOS LTDA,EM FUNCIONAMENTO NORMAL,juridico@toroinvestimentos.com.br,36658700,30140080,,MG,BELO HORIZONTE,FUNCIONÁRIOS,7º A 9º ANDARES,"RUA BERNARDO GUIMARÃES, Nº 166",2022-12-31,307415811.00,3719,2018-01-12,2018-01-12
349,61777819000154,CORRETORAS,TORRE CCVM S/A,,CANCELADA,,,1310300,BRASIL,SP,SÃO PAULO,,,"AV.PAULISTA, 2240-3 ANDAR",1991-12-31,6224555.91,1910,1992-04-13,1967-06-27
350,57582264000118,CORRETORAS,TORRE CORRETORA DE CÂMBIO S/A,TORRE CCTVM S.A.,CANCELADA,torrecorretora@torrecorretora.com.br,2289338,4532001,BRASIL,SP,SÃO PAULO,ITAIM BIBI,10 ANDAR CONJ. 102,"RUA BANDEIRA PAULISTA, 600",2004-12-31,359560.13,3450,2003-10-06,2001-01-31
351,29384013000193,CORRETORAS,TOTAL SA CCVM,TOTAL CCVM,CANCELADA,,22240052,20040030,BRASIL,RJ,RIO DE JANEIRO,,,R OUVIDOR 121 - 4 AND,1995-12-31,586679.20,868,1996-04-30,1985-05-13
352,74451022000104,CORRETORAS,TOV CCTVM LTDA,TOV CCTVM LTDA,CANCELADA,miltonantoniazzi@tov.com.br,27872800,37701010,BRASIL,MG,POÇOS DE CALDAS,CENTRO,SALA 704,"RUA PREFEITO CHAGAS,305",2013-12-31,43598292.36,3433,2016-01-07,2001-01-04
353,27245141000120,CORRETORAS,TRIPLIK S/A CVC,TRIPLIK,CANCELADA,,2118282,20090000,BRASIL,RJ,RIO DE JANEIRO,,,"R SAO BENTO, 8 - 13 ANDAR",1992-12-31,23624459264.61,795,1994-11-18,1975-06-24
354,32461816000109,CORRETORAS,TRISTAO S/A CVC,,CANCELADA,,,29050420,BRASIL,ES,VITÓRIA,,,AV N S NAVEGANTES 675 8 ANDAR,1992-12-31,9055961088.04,2607,1994-11-18,1989-10-17
355,61747085000160,CORRETORAS,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,CONVENCAO,EM FUNCIONAMENTO NORMAL,juridico@tullettprebon.com.br,21114800,4551080,,SP,SÃO PAULO,VILA OLÍMPIA,21º ANDAR,RUA SÃO TOMÉ 86,2022-12-31,72245394.18,1872,1967-08-09,1967-08-09
356,02819125000173,CORRETORAS,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.","UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",EM FUNCIONAMENTO NORMAL,daniel.bassan@ubs.com,20506500,4538132,EGITO,SP,SÃO PAULO,ITAIM BIBI,7º ANDAR/PARTE,"AV. BRIGA. FARIA LIMA, 4.440",2022-12-31,532901580.05,3328,1999-03-17,1999-03-17
357,35754969000132,CORRETORAS,UBS CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,UBS WARBURG CCVM S.A.,CANCELADA,dl-unicad@ubs.com,25553000,22359900,BRASIL,RJ,RIO DE JANEIRO,BOTAFOGO,16 AND. ALA B,PRAIA DE BOTAFOGO 228,2006-12-31,104300201.76,1244,2007-10-29,1989-06-28
358,33968066000129,CORRETORAS,UM INVESTIMENTOS SA CTVM,UM INVESTIMENTOS,CANCELADA,compliance@uminvestimentos.com.br,23232424,20010010,BRASIL,RJ,RIO DE JANEIRO,CENTRO,1202,"PRAÇA XV DE NOVEMBRO, 20",2018-12-31,19293066.34,1210,2019-09-20,1969-08-12
359,89560460000188,CORRETORAS,UNIBANCO CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO S/A,INVESTSHOP CVMC S.A.,CANCELADA,relacionamento.bacen@itau-unibanco.com.br,50193201,5423901,BRASIL,SP,SÃO PAULO,PINHEIROS,,"AV EUSEBIO MATOSO, 891",2011-12-31,25205414.72,2453,2012-10-01,1978-11-07
360,33764366000196,CORRETORAS,UNIBANCO CVM S/A,UNIBANCO,CANCELADA,unibancocorretora@unibanco.com.br,30974577,1012010,BRASIL,SP,SÃO PAULO,CENTRO,3 ANDAR,"RUA DA QUITANDA, 157",2004-12-31,86025120.28,1023,2005-12-22,1967-09-29
361,06971154000107,CORRETORAS,UNICA CCV LTDA,UNICA,CANCELADA,unica@famas.com.br,2558071,60140061,BRASIL,CE,FORTALEZA,ALDEOTA,SALA 05,"AV.HERACLITO GRAÇA, 1245",2005-12-31,2173033.25,175,2006-10-02,1975-11-12
362,28156214000170,CORRETORAS,UNILETRA CCTVM S.A.,UNILETRA,CANCELADA,compliance@uniletra.com.br,40090454,29056075,BRASIL,ES,VITÓRIA,SANTA LÚCIA,"2035, 3º ANDAR",AV NOSSA SENHORA DA PENHA,2019-12-31,-4062427.72,825,2020-02-13,1968-09-02
363,47675871000179,CORRETORAS,UNITED C SA CVM,SANTISTA,CANCELADA,,70625,1455070,BRASIL,SP,SÃO PAULO,,,R ANGELINA MAFFEI VITA 607,1994-12-31,3572463.51,1422,1995-03-16,1976-05-05
364,62065578000183,CORRETORAS,VALOR CORRETORA DE CÂMBIO TÍTULOS E VALORES MOBILIÁRIOS LTDA. EM LIQUIDAÇÃO EXTRAJUDICIAL,VALOR CCTVM LTDA.,CANCELADA,,8298487,4534013,BRASIL,SP,SÃO PAULO,ITAIM BIBI,SALA 02,R.JOAQUIM FLORIANO 831/ 1 AND.,1996-12-31,443670.54,3140,2003-01-22,1995-10-26
365,60866951000170,CORRETORAS,"VAZ GUIMARAES, BRAGA S/A CCT",VAZ GUIMARAES,CANCELADA,,6048191,1014001,BRASIL,SP,SÃO PAULO,,,R BOA VISTA 63/ 7 ANDAR,1995-12-31,4844658.43,1694,1996-10-14,1968-01-19
366,36149557000136,CORRETORAS,VEGAMIX PRESTADORA DE SERVIÇOS S.A. - EM LIQUIDAÇÃO ORDINÁRIA,VEGA SA CCVM,CANCELADA,,2312055,20011040,BRASIL,RJ,RIO DE JANEIRO,CENTRO,,RUA RODRIGO SILVA 26/12 ANDAR,1996-12-31,2663205.65,1120,2014-08-27,1990-03-08
367,36159085000100,CORRETORAS,VETOR EMPREENDIMENTOS E PARTICIPAÇÕES S.A,VETOR - CORRETORA,CANCELADA,,2975115,20010120,BRASIL,RJ,RIO DE JANEIRO,,,R DO MERCADO 11 - 7 E 8 AND,1996-12-31,16848484.25,1180,1998-07-22,1990-03-01
368,01170892000131,CORRETORAS,VOTORANTIM CTVM LTDA,VOTORANTIM,CANCELADA,demandasregulatorias@bancovotorantim.com.br,51711894,4794000,BRASIL,SP,SÃO PAULO,VL.GERTRUDES,TORRE A-14º ANDAR,"AV DAS NAÇÕES UNIDAS, 14.171",2017-12-31,266791832.77,3166,2018-08-27,1996-03-15
369,61769790000169,CORRETORAS,WALPIRES S/A CCTVM,WALPIRES S/A CCTVM,CANCELADA,andre@walpires.com.br,28087065,1452002,BRASIL,SP,SÃO PAULO,JARDIM PAULISTANO,1309 - 9ºANDAR,AVENIDA BRIGADEIRO FARIA LIMA,2017-12-31,7464373.90,1902,2019-09-24,1967-09-20
370,92875780000131,CORRETORAS,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,WARREN CORRETORA,EM FUNCIONAMENTO NORMAL,compliance@warren.com.br,32372273,90035191,,RS,PORTO ALEGRE,BOM FIM,2º ANDAR,"AVENIDA OSVALDO ARANHA, 720",2022-12-31,23398120.52,2534,1967-12-06,1967-12-06
371,24543688000114,CORRETORAS,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,PERFIL,CANCELADA,,2249022,52061540,BRASIL,PE,RECIFE,CASA FORTE,,"AV.17 DE AGOSTO,2579",1996-12-31,608260.02,2658,1997-02-21,1989-11-14
372,02332886000104,CORRETORAS,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,lucas.rabechini@xpi.com.br,30272237,22440032,EGITO,RJ,RIO DE JANEIRO,LEBLON,5º Andar,AVENIDA ATAULFO DE PAIVA 153,2022-12-31,8288904369.58,3247,1998-02-10,1997-12-05
